aa_ 1,aa_ 2,aa_ 3,aa_ 4,aa_ 5,aa_ 6,aa_ 7,aa_ 8,aa_ 9,aa_10,aa_11
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,-7.83971255669754,27.0405109931505,-53.5904705862692,66.7441291922559,-53.4913795620385,26.940605406679,-7.79630509220354,0.99262433569337,,
1,-7.82062650839427,26.927985683195,-53.3113267851625,66.370845562661,-53.2068960688284,26.8225914438259,-7.77475742515526,0.99218747389046,,
1,-7.79925010563665,26.8023080768333,-53.000123982319,65.9550962096509,-52.8901357408635,26.6911808450464,-7.75079479903122,0.991724844773134,,
1,-7.77530937321187,26.6619890340711,-52.6533572558195,65.492304600515,-52.5375983130702,26.5448846532955,-7.72413981620624,0.991234941730303,,
1,-7.74849811525878,26.5053855413745,-52.2671902915881,64.9774762562405,-52.145455374326,26.3820626098588,-7.69448338390005,0.990716171677742,,
1,-7.71847428893364,26.3306888814053,-51.837438163363,64.4051811036565,-51.7095337917681,26.2009118944234,-7.661481250987,0.990166850293637,,
1,-7.68485601408476,26.1359130777835,-51.359553434752,63.7695413069738,-51.2253025470963,25.9994562321024,-7.62475021379531,0.989585197016684,,
1,-7.64721719457797,25.9188840616538,-50.8286171641556,63.0642268460218,-50.6878645706783,25.7755358240631,-7.58386397239359,0.988969329797661,,
1,-7.60508272900314,25.6772301554948,-50.2393368014823,62.2824616572183,-50.091955564821,25.5267987064716,-7.53834862188024,0.988317259595919,,
1,-7.55792329208659,25.4083746556376,-49.5860534453426,61.4170437880926,-49.4319522833409,25.250694327043,-7.48767776782851,0.987626884612688,,
1,-7.50514967371921,25.1095315258826,-48.8627614827873,60.460383735105,-48.7018932821018,24.9444703567043,-7.43126726177965,0.98689598425276,,
1,-7.44610667069874,24.7777054988402,-48.0631442569772,59.4045659272379,-47.8955157703003,24.6051740337198,-7.36846956214117,0.986122212807384,,
1,-7.38006653784084,24.4096982283247,-47.1806300884241,58.2414391610813,-47.0063128613204,24.2296596775261,-7.29856773877113,0.985303092850754,,
1,-7.30622202099971,24.0021225548032,-46.2084736856305,56.9627426455868,-46.0276162173064,23.8146044182304,-7.22076915687008,0.98443600834411,,
1,-7.22367901594093,23.5514274457162,-45.1398686730635,55.5602751096721,-44.9527097544936,23.3565346732614,-7.13419889868552,0.983518197441527,,
1,-7.13144892539892,23.0539367611845,-43.968097560708,54.0261150638639,-43.7749806485168,22.8518664715124,-7.03789301137944,0.982546744993145,,
1,-7.02844082382798,22.5059056777613,-42.6867258606696,52.3529006465583,-42.4881142307154,22.2969633803355,-6.93079170790297,0.981518574742332,,
1,-6.91345358751414,21.9035993772566,-41.2898470471472,50.5341773345928,-41.0863393228052,21.688216528775,-6.81173269691909,0.980430441214974,,
1,-6.78516820950317,21.2433994633917,-39.7723844077554,48.5648209090942,-39.5647298704484,21.0221520282807,-6.67944488014778,0.979278921301082,,
1,-6.64214059738693,20.5219444801883,-38.1304542047129,46.4415411382231,-37.9195670669097,20.2955719412755,-6.53254273384549,0.978060405530411,,
1,-6.4827952511242,19.7363118238966,-36.3617914991144,44.1634683235206,-36.1487630564151,19.505735786999,-6.36952178882683,0.976771089046901,,
1,-6.30542034212456,18.8842491831525,-34.4662349068265,41.7328198023137,-34.2523421979316,18.6505903186322,-6.18875574429359,0.975406962288806,,
1,-6.10816486880711,17.9644642812777,-32.4462587335652,39.1556364089547,-32.2329680503549,17.7290558252571,-5.98849589904813,0.973963801385493,,
1,-5.88903875337367,16.9769819368067,-30.3075295473897,36.4425696468955,-30.0964928975817,16.7413773128231,-5.76687376405405,0.972437158284635,,
1,-5.64591697570834,15.923577023089,-28.0594484033736,33.6096891321511,-27.8524909094812,15.689548321899,-5.5219079376174,0.970822350628849,,
1,-5.37654911946009,14.8082904011496,-25.715618829875,30.6792675511246,-25.5147151633935,14.577813459499,-5.25151658336892,0.969114451404782,,
1,-5.07857603859562,13.6380317844759,-23.2941538330808,27.680488658836,-23.1013922942697,13.4132524347226,-4.95353715578909,0.967308278393955,,
1,-4.7495557451745,12.4232680589918,-20.8177028211003,24.6500157158931,-20.6352368025386,12.2064428081932,-4.62575537077975,0.965398383460352,,
1,-4.38700107382986,11.1787869173271,-18.3130431024261,21.6323577561748,-18.1430316983389,10.9721899271112,-4.26594581962794,0.963379041717582,,
1,-3.98843219459661,9.9245126592326,-15.81004438194,18.6799852733962,-15.6545871504486,9.73029957290121,-3.87192706899653,0.961244240625642,,
1,-3.55144761605267,8.68633236728254,-13.3397859194967,15.8531823087508,-13.2008615998418,8.50635050223996,-3.44163456569275,0.958987669077199,,
1,-3.07381792789127,7.49686500972951,-10.931597299779,13.2196845770852,-10.8110228713804,7.33239907327814,-2.97321515072195,0.956602706542817,,
1,-2.55360714353263,6.39607208305034,-8.60882443330873,10.8542444954387,-8.50825926413455,6.24751543465797,-2.46514744505071,0.954082412356116,,
1,-1.98932706463733,5.4315653954921,-6.38321989057308,8.83837371151665,-6.30424931946652,5.29800976033267,-1.91639274042695,0.951419515232624,,
1,-1.3801305145541,4.6584158116716,-4.24805643840687,7.26061066603635,-4.19239850517411,4.53715831549695,-1.32658122354503,0.94860640312982,,
1,-0.726049447802601,4.1382085781884,-2.17040519529578,6.21768004514421,-2.14029045425289,4.02418537477498,-0.696238251729825,0.945635113571624,,
1,-0.0282836506295197,3.93703202979412,-0.0835420338110394,5.81674345894566,-0.0823144917851033,3.82220420880053,-0.0270548016946264,0.942497324577692,,
1,0.71045525929924,4.12203818122294,2.1188367580871,6.17843223919996,2.08586704354261,3.99477969641709,0.677795117950928,0.939184346356919,,
1,1.48554190630691,4.75619479531894,4.58403265666454,7.43933190310684,4.50849787355643,4.60076509963203,1.41328969336724,0.935687113945205,,
1,-7.43749872761398,24.7295499742871,-47.9474068100488,59.2518997645422,-47.7788570670798,24.5559919298622,-7.3593391322947,0.986012841327085,,
1,-7.37044001138869,24.3563313062183,-47.0530250575786,58.0734443623397,-46.877802066188,24.1752658641916,-7.28840512567109,0.985187314510369,,
1,-7.29545983970479,23.9430672019192,-46.0680702017104,56.7782888861502,-45.886334005766,23.7545316499648,-7.2094596266664,0.984313453926318,,
1,-7.21165163281218,23.4861868645345,-44.9857382567261,55.3582561014742,-44.797741102332,23.2902978630094,-7.12161593331998,0.983388477197058,,
1,-7.11801325396125,22.9820009745707,-43.7993379299805,53.8054831469656,-43.6054387641476,22.7789694864147,-7.0238973774386,0.982409447590928,,
1,-7.01343915887258,22.4267608704094,-42.5024913080947,52.1127101907157,-42.3031710113089,22.2169085788341,-6.91523053148921,0.981373266177662,,
1,-6.89671253661238,21.8167406894037,-41.0893862704878,50.273638034794,-40.8852631948608,21.6005177155461,-6.79443857315565,0.980276663675517,,
1,-6.7664976710153,21.1483480545567,-39.5550865220872,48.2833618637948,-39.346931713862,20.9263516181663,-6.66023505564044,0.979116191990822,,
1,-6.62133283295935,20.4182698073457,-37.8959033406807,46.1388862352077,-37.6846545932155,20.1912632403066,-6.51121841257113,0.977888215452043,,
1,-6.45962411607007,19.6236602006087,-36.1098298301744,43.8397228769258,-35.8966034456585,19.3925914084645,-6.34586762700013,0.976588901743461,,
1,-6.27964075626953,18.7623797892613,-34.197033057102,41.3885675394881,-33.9831319057289,18.528397840138,-6.16253961834014,0.975214212545844,,
1,-6.07951263408941,17.8332938546129,-32.1603911895999,38.7920447670014,-31.9473073715259,17.5977618364808,-5.95946905349707,0.973759893895349,,
1,-5.85723085352634,16.8366393663186,-30.0060508114946,36.0614999109353,-29.7954609985745,16.6011409706265,-5.73477147361815,0.972221466275313,,
1,-5.61065252858052,15.7744689302863,-27.7439630641513,33.2138063004357,-27.5377145040493,15.5408053736596,-5.48645085060376,0.970594214460172,,
1,-5.33751119481749,14.6511784793336,-25.388335394267,30.2721431208504,-25.1884207181695,14.4213513540429,-5.21241295247479,0.968873177135641,,
1,-5.03543460435865,13.4741220765752,-22.9579080426791,27.2666881176414,-22.7664275992666,13.2502965294085,-4.91048620773684,0.96705313632488,,
1,-4.70197206358,12.2543113825414,-20.4759313858853,24.2351619224784,-20.2950430568863,12.038752692954,-4.57845211831478,0.965128606657046,,
1,-4.33463393609877,11.0071881487562,-17.9696837019246,21.2231623454708,-17.8015423256508,10.8021633885418,-4.2140876778151,0.963093824521529,,
1,-3.93094645781054,9.75344440157098,-15.4693331858895,18.2842436563322,-15.3160251537631,9.56107955755732,-3.81522270140406,0.960942737159638,,
1,-3.48852558740646,8.51984545892155,-13.005921148231,15.4797346999418,-12.8694047685569,8.34192743772245,-3.37981545261811,0.958668991754572,,
1,-3.00517422587822,7.33998420081358,-10.6082386901586,12.8783563513701,-10.4903077504766,7.1776969046554,-2.90605043699697,0.956265924590691,,
1,-2.4790077469497,6.25485986333502,-8.2984071562753,10.5557935273876,-8.20070369325379,6.10844461447489,-2.39246268250721,0.953726550364935,,
1,-1.90861332890381,5.31313036252815,-6.0860818879257,8.59448741919743,-6.01019385276106,5.18146418799022,-1.83809317959833,0.951043551745581,,
1,-1.29324897591101,4.57083429540065,-3.96141567580436,7.08400465477181,-3.90910433359343,4.45092607013866,-1.24268031558422,0.948209269288255,,
1,-0.633088227700192,4.09032004026831,-1.88728351197148,6.12234137814057,-1.8608908708547,3.97673561444111,-0.60689197339363,0.945215691834527,,
1,0.0704838160468424,3.93806119424765,0.208180971112348,5.81831600967038,0.205097934214387,3.82230599890483,0.0673977160859626,0.942054447535886,,
1,0.814518660513442,4.18099199543821,2.43694409263871,6.29463572002083,2.39872601263877,4.05090483106418,0.776784433799095,0.93871679566537,,
1,1.59409453498182,4.88098348985287,4.95164252661271,7.69011865217568,4.86940810499708,4.72022941525667,1.51596257982543,0.935193619399812,,
1,2.40185011521701,6.08713171194664,7.93779845416464,10.1578254395297,7.79819956394451,5.87492510081366,2.27731118298852,0.931475419778803,,
1,3.22746962821085,7.82568619848761,11.5935542569186,13.8536603875325,11.3776445205571,7.53692455616287,3.05044717106126,0.927552311071793,,
1,4.05713625657846,10.0877660081552,16.0931105481437,18.9080211030878,15.7757419686594,9.69380413882985,3.82176527065455,0.923414017811578,,
1,4.87298377929612,12.8155532418934,21.5320008973718,25.3727877923784,21.082357002532,12.2858821855775,4.57399609823065,0.919049873782244,,
1,5.65259420401527,15.8884757856902,27.8568225872531,33.139752976186,27.2408441749818,15.193568615255,5.28583031900628,0.91444882328108,,
1,6.36861258072054,19.1120108215486,34.7897446931744,41.8373520517267,33.9751883615237,18.2275236574199,5.93167754133465,0.909599425007868,,
1,8.75894647337438,35.5865151097657,88.0915877048375,146.922941171414,172.381622832231,144.05510905981,84.6862063356706,33.543111964144,8.09488417362082,0.906155309913276
1,9.37019006762719,40.0149158761222,102.511797656539,174.419106991163,205.914360291568,170.813975352324,98.3179840978953,37.5847598809691,8.6192764829598,0.900861416014772
1,-6.60021538787576,20.3133852992732,-37.6589723173463,45.833328944933,-37.4473828574793,20.0857624339638,-6.48958831669393,0.977714689441037,,
1,-6.43611088465762,19.5097582119501,-35.855490303689,43.5131243934545,-35.6420903775225,19.2782181680583,-6.32187691376988,0.976405302878619,,
1,-6.25348404336198,18.6392382147535,-33.9255064001991,41.0415851074297,-33.7116247622536,18.4049587028644,-6.13595386918293,0.97501997157376,,
1,-6.05044563575328,17.7008550075414,-31.8723131389647,38.4259342252056,-31.6594676135565,17.4652290959481,-5.93003727481345,0.973554411283844,,
1,-5.82496803512192,16.6950660161854,-29.7025472579297,35.6782261339603,-29.4924389218183,16.4597076133056,-5.7022268414335,0.972004110837553,,
1,-5.5748906819267,15.6242114579104,-27.4267185846782,32.8161525331391,-27.221216340878,15.3909505935516,-5.45051216231169,0.970364321946706,,
1,-5.29793139368092,14.4930538565534,-25.0596438522488,29.8638121809353,-24.8607575863557,14.2639171993969,-5.17278699754889,0.968630048797902,,
1,-4.9917053287308,13.3094047437994,-22.6206903574754,26.852387106751,-22.4305315235645,13.0865755798358,-4.8668713156001,0.966796037454928,,
1,-4.65375382290777,12.0848350623308,-20.1337007144129,23.820661648517,-19.9544305404798,11.870585616154,-4.53054319452296,0.964856765108824,,
1,-4.28158578988196,10.8354560530345,-17.6264332005241,20.8153238928718,-17.4602010280144,10.6320436466552,-4.16158309893125,0.962806429220382,,
1,-3.8727349080991,9.58274299306213,-15.1293170806804,17.8910083919831,-14.9781949909165,9.39226026491719,-3.75783350315999,0.960638936607754,,
1,-3.42483639984437,8.35435372587666,-12.6732975163208,15.1100813949755,-12.5392226645592,8.17852224342757,-3.31727731265488,0.958347892541437,,
1,-2.93572782033496,7.18486611434628,-10.2865444856609,12.5422405105896,-10.1712876520382,7.02476262459251,-2.83813901824684,0.955926589919282,,
1,-2.40357887903817,6.11632217149513,-7.98984601666972,10.2640987004652,-7.89503366660821,5.97202806108635,-2.31901295904884,0.953367998605744,,
1,-1.82705584953168,5.19842111596153,-5.79062768660099,8.35903302571537,-5.71785456438967,5.06858926003259,-1.75902340279839,0.950664755032824,,
1,-1.20552649180402,4.48814971126306,-3.67577510073931,6.91766241991176,-3.62685325353022,4.36948992373519,-1.15802127870831,0.947809152174213,,
1,-0.539311468644628,4.0485791148709,-1.60382460792335,6.03929982977474,-1.58121933174699,3.9352752972064,-0.516822175176644,0.94479313002073,,
1,0.170012220197387,3.94650013679329,0.50233687939376,5.83448011573347,0.494838990459499,3.82959057344749,0.162510555124906,0.941608266702048,,
1,0.919251523023273,4.24852629388969,2.7603544944994,6.42803277445532,2.71672364332569,4.11530493381698,0.876335325650053,0.938245770419833,,
1,1.70317952871362,5.01528775741604,5.32806077440859,7.96098192326598,5.23887850108092,4.8488198012472,1.61905497856969,0.934696472378346,,
1,2.51406190618728,6.29340154384958,8.39423146563271,10.5877459629868,8.24544364686662,6.07229090526543,2.38269744716203,0.930950820921895,,
1,3.34113642445435,8.10507899199912,12.1562926052344,14.462889976945,11.9281214766393,7.80367518635356,3.15646582112573,0.926998877114047,,
1,4.17006400264065,10.4355773663123,16.781312917148,19.7098256929838,16.4477691249988,10.0248574262254,3.92627855132322,0.922830312020985,,
1,4.98238336169243,13.219280600569,22.3488593446421,26.3639662273258,21.8784874513893,12.6686729582163,4.674333337733,0.918434405991001,,
1,5.75501989315662,16.326056867468,28.779190797823,34.2874379215653,28.137815126537,15.6064643257793,5.37874515231553,0.913800050254382,,
